+-------+-----+------+-----+-----+-----+--------+-----------------------------------------------------------------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-------------+-------------+--------------+-------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                                              URI                                              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV |  MIN(BODY)  |  MAX(BODY)  |  SUM(BODY)   |  AVG(BODY)  |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A4VG1QEMW16G1NVFVES/classes/01HB0B8KRQK3N6FFQHZ79NHWX3/assignments/export | 4.216 | 4.216 | 4.216   | 4.216 | 4.216 | 4.216 | 4.216 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B78TZ61E0D1W7AEBVXSM3/classes/01HB0B8PXP7Z9XYJ1XZ58WTZQC/assignments/export | 0.348 | 0.348 | 0.348   | 0.348 | 0.348 | 0.348 | 0.348 | 0.000  | 612724.000  | 612724.000  | 612724.000   | 612724.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B8KN7841WRX4NWPK23A2A/classes                                               | 0.128 | 0.128 | 0.128   | 0.128 | 0.128 | 0.128 | 0.128 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0B8M29497YA6M7KMCTPBTY                                                 | 0.208 | 0.208 | 0.208   | 0.208 | 0.208 | 0.208 | 0.208 | 0.000  | 448.000     | 448.000     | 448.000      | 448.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B8ERAHGSZZ9TMVY83MP9B/classes/01HB0B8QNX7NQDPDD4VM3J633R/assignments/export | 0.188 | 0.188 | 0.188   | 0.188 | 0.188 | 0.188 | 0.188 | 0.000  | 235754.000  | 235754.000  | 235754.000   | 235754.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A66V65CSZ45ESD2X73P/classes/01HB0B8PFBHWAYFQNYFZM7SPP7/assignments/scores | 0.100 | 0.100 | 0.100   | 0.100 | 0.100 | 0.100 | 0.100 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8KN7841WRX4NWPK23A2A/status                                                | 0.068 | 0.068 | 0.068   | 0.068 | 0.068 | 0.068 | 0.068 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A66V65CSZ45ESD2X73P/classes/01HB0B8PFBHWAYFQNYFZM7SPP7/assignments/export | 0.200 | 0.200 | 0.200   | 0.200 | 0.200 | 0.200 | 0.200 | 0.000  | 330224.000  | 330224.000  | 330224.000   | 330224.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A5E2C5C2E6NN9RCDD05/classes/01HB0B8Q9BFB4G5KQ9YEPNKFQK/assignments/scores | 0.204 | 0.204 | 0.204   | 0.204 | 0.204 | 0.204 | 0.204 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B8KN0GXGW7WZ8QQZ4PGTW/classes                                               | 0.064 | 0.064 | 0.064   | 0.064 | 0.064 | 0.064 | 0.064 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8KN0GXGW7WZ8QQZ4PGTW/status                                                | 0.036 | 0.036 | 0.036   | 0.036 | 0.036 | 0.036 | 0.036 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0B8M83MSZAB3N7HY60353R                                                 | 1.584 | 1.584 | 1.584   | 1.584 | 1.584 | 1.584 | 1.584 | 0.000  | 400.000     | 400.000     | 400.000      | 400.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8KY58C2Q97EKK2S102AV/status                                                | 0.096 | 0.096 | 0.096   | 0.096 | 0.096 | 0.096 | 0.096 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B8GAAZW0XAKW4T5Z6GKVE/classes                                               | 0.184 | 0.184 | 0.184   | 0.184 | 0.184 | 0.184 | 0.184 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A5E2C5C2E6NN9RCDD05/classes/01HB0B8Q9BFB4G5KQ9YEPNKFQK/assignments/export | 0.084 | 0.084 | 0.084   | 0.084 | 0.084 | 0.084 | 0.084 | 0.000  | 23683.000   | 23683.000   | 23683.000    | 23683.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B7A8ND2G3SV1T8TWW7QGY/classes/01HB0B8VZ0K1FBP89NX367FGBN/assignments        | 0.100 | 0.100 | 0.100   | 0.100 | 0.100 | 0.100 | 0.100 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B78W51ASHN1AT3PB7MN7Y/classes/01HB0B8H44TEN50NRWDD44ESP6/assignments/scores | 0.284 | 0.284 | 0.284   | 0.284 | 0.284 | 0.284 | 0.284 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8GAAZW0XAKW4T5Z6GKVE/status                                                | 0.424 | 0.424 | 0.424   | 0.424 | 0.424 | 0.424 | 0.424 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B8KWBFCHRAQB4M0QW1Q0N/classes                                               | 0.076 | 0.076 | 0.076   | 0.076 | 0.076 | 0.076 | 0.076 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B8GFSRJCKR1TDHYSDP97R/classes                                               | 0.080 | 0.080 | 0.080   | 0.080 | 0.080 | 0.080 | 0.080 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8KWBFCHRAQB4M0QW1Q0N/status                                                | 0.128 | 0.128 | 0.128   | 0.128 | 0.128 | 0.128 | 0.128 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8GFSRJCKR1TDHYSDP97R/status                                                | 0.108 | 0.108 | 0.108   | 0.108 | 0.108 | 0.108 | 0.108 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8KV5H7Z9006X2AKWK710/status                                                | 0.280 | 0.280 | 0.280   | 0.280 | 0.280 | 0.280 | 0.280 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0B8VZPHAP1N9PFCSYGWW6D                                                 | 0.084 | 0.084 | 0.084   | 0.084 | 0.084 | 0.084 | 0.084 | 0.000  | 437.000     | 437.000     | 437.000      | 437.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B78W51ASHN1AT3PB7MN7Y/classes/01HB0B8H44TEN50NRWDD44ESP6/assignments/export | 0.420 | 0.420 | 0.420   | 0.420 | 0.420 | 0.420 | 0.420 | 0.000  | 424818.000  | 424818.000  | 424818.000   | 424818.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B8K5E9Z8GM1F038MYVH4N/classes                                               | 0.112 | 0.112 | 0.112   | 0.112 | 0.112 | 0.112 | 0.112 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A8ND2G3SV1T8TWW7QGY/classes/01HB0B8NBXWV41QW8W8DNM62J1/assignments/scores | 0.600 | 0.600 | 0.600   | 0.600 | 0.600 | 0.600 | 0.600 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B8E9DVMAFY9P61M0B8AV5/classes/01HB0B8QRVTV9DF0JSYVYRSK7X/assignments/export | 0.304 | 0.304 | 0.304   | 0.304 | 0.304 | 0.304 | 0.304 | 0.000  | 188562.000  | 188562.000  | 188562.000   | 188562.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8K5E9Z8GM1F038MYVH4N/status                                                | 0.100 | 0.100 | 0.100   | 0.100 | 0.100 | 0.100 | 0.100 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8KS1VX053WYG8FBAN0D6/status                                                | 0.056 | 0.056 | 0.056   | 0.056 | 0.056 | 0.056 | 0.056 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A5Q5H93GYE6HVTMDNV8/classes/01HB0B8NRRJHBKFZ6S5SK8PZ9H/assignments/scores | 0.204 | 0.204 | 0.204   | 0.204 | 0.204 | 0.204 | 0.204 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A5Q5H93GYE6HVTMDNV8/classes/01HB0B8NRRJHBKFZ6S5SK8PZ9H/assignments/export | 0.104 | 0.104 | 0.104   | 0.104 | 0.104 | 0.104 | 0.104 | 0.000  | 47590.000   | 47590.000   | 47590.000    | 47590.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B8KV5H7Z9006X2AKWK710/classes                                               | 0.944 | 0.944 | 0.944   | 0.944 | 0.944 | 0.944 | 0.944 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8H083C7DNRHSMVBT8JN2/status                                                | 2.132 | 2.132 | 2.132   | 2.132 | 2.132 | 2.132 | 2.132 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B8KYF3D6PFR0N5A1C3ZKX                                                       | 0.156 | 0.156 | 0.156   | 0.156 | 0.156 | 0.156 | 0.156 | 0.000  | 360.000     | 360.000     | 360.000      | 360.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A5FTFX4RKMQTJT74QX6/classes/01HB0B8MVXDQXJR36N022BXAEC/assignments/scores | 0.332 | 0.332 | 0.332   | 0.332 | 0.332 | 0.332 | 0.332 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B8G8KWMRXBQ8BZNNY3AB7/classes                                               | 0.096 | 0.096 | 0.096   | 0.096 | 0.096 | 0.096 | 0.096 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A4S2DKYK0Y4RRXFX8T6/classes/01HB0B8M5Y7CA2C9PVFJXTKD98/assignments/scores | 0.096 | 0.096 | 0.096   | 0.096 | 0.096 | 0.096 | 0.096 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A8ND2G3SV1T8TWW7QGY/classes/01HB0B8NBXWV41QW8W8DNM62J1/assignments/export | 1.068 | 1.068 | 1.068   | 1.068 | 1.068 | 1.068 | 1.068 | 0.000  | 70869.000   | 70869.000   | 70869.000    | 70869.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A65P1M6K4MVG5ZRZ5Z5/classes/01HB0B8NE0RMZJVXZDWE5X0EEC/assignments/scores | 0.100 | 0.100 | 0.100   | 0.100 | 0.100 | 0.100 | 0.100 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A4S2DKYK0Y4RRXFX8T6/classes/01HB0B8M5Y7CA2C9PVFJXTKD98/assignments/export | 0.392 | 0.392 | 0.392   | 0.392 | 0.392 | 0.392 | 0.392 | 0.000  | 400605.000  | 400605.000  | 400605.000   | 400605.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8G8KWMRXBQ8BZNNY3AB7/status                                                | 0.184 | 0.184 | 0.184   | 0.184 | 0.184 | 0.184 | 0.184 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A65P1M6K4MVG5ZRZ5Z5/classes/01HB0B8NE0RMZJVXZDWE5X0EEC/assignments/export | 0.380 | 0.380 | 0.380   | 0.380 | 0.380 | 0.380 | 0.380 | 0.000  | 94402.000   | 94402.000   | 94402.000    | 94402.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A4S2DKYK0Y4RND1EP73/classes/01HB0B8M9HZBCKPPY1X1YY72ZX/assignments/scores | 1.192 | 1.192 | 1.192   | 1.192 | 1.192 | 1.192 | 1.192 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A4YFPRZG02NV4K2BFKW/classes/01HB0B8MHR8MQH4SZ824MZZGSM/assignments/scores | 1.612 | 1.612 | 1.612   | 1.612 | 1.612 | 1.612 | 1.612 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A4WAK1CMQ8T0MBNDFSM/classes/01HB0B8MYNN8911P6VX60BEKJN/assignments/scores | 0.292 | 0.292 | 0.292   | 0.292 | 0.292 | 0.292 | 0.292 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A6WZRJBH4AY4GSVXHRF/classes/01HB0B8M1YCXJ69DBXEEZ4CCC3/assignments/scores | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A6WZRJBH4AY4GSVXHRF/classes/01HB0B8M1YCXJ69DBXEEZ4CCC3/assignments/export | 0.080 | 0.080 | 0.080   | 0.080 | 0.080 | 0.080 | 0.080 | 0.000  | 70808.000   | 70808.000   | 70808.000    | 70808.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0B8MAJSFHST2326QYWEES6                                                 | 0.200 | 0.200 | 0.200   | 0.200 | 0.200 | 0.200 | 0.200 | 0.000  | 625.000     | 625.000     | 625.000      | 625.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B78TZ61E0D1W7AEBVXSM3/classes/01HB0B8PXP7Z9XYJ1XZ58WTZQC/assignments/scores | 0.100 | 0.100 | 0.100   | 0.100 | 0.100 | 0.100 | 0.100 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A4WAK1CMQ8T0KETVFZH/classes/01HB0B8N5RQ86CCAZZCSJJ7WSD/assignments/scores | 0.312 | 0.312 | 0.312   | 0.312 | 0.312 | 0.312 | 0.312 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A5FTFX4RKMQTJT74QX6/classes/01HB0B8MVXDQXJR36N022BXAEC/assignments/export | 0.192 | 0.192 | 0.192   | 0.192 | 0.192 | 0.192 | 0.192 | 0.000  | 23557.000   | 23557.000   | 23557.000    | 23557.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B78QSX1XY45H7JCF7QMD8/classes/01HB0B8KWXZR2ZV00A4YRHP55C/assignments/scores | 0.064 | 0.064 | 0.064   | 0.064 | 0.064 | 0.064 | 0.064 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B78WHQC9MNY4YXZ8F7QMS/classes/01HB0B8MAPKAZ3E7X1V060JY7T/assignments/scores | 0.396 | 0.396 | 0.396   | 0.396 | 0.396 | 0.396 | 0.396 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B78QSX1XY45H7JCF7QMD8/classes/01HB0B8KWXZR2ZV00A4YRHP55C/assignments/export | 0.240 | 0.240 | 0.240   | 0.240 | 0.240 | 0.240 | 0.240 | 0.000  | 989999.000  | 989999.000  | 989999.000   | 989999.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A4WAK1CMQ8T0MBNDFSM/classes/01HB0B8MYNN8911P6VX60BEKJN/assignments/export | 0.804 | 0.804 | 0.804   | 0.804 | 0.804 | 0.804 | 0.804 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B7A5FTFX4RKMQTJT74QX6/classes/01HB0B8MVXDQXJR36N022BXAEC/assignments        | 0.156 | 0.156 | 0.156   | 0.156 | 0.156 | 0.156 | 0.156 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A54WMD2AF88G8KJ4JG8/classes/01HB0B8P15Y17H4YH126TEJB0H/assignments/scores | 0.480 | 0.480 | 0.480   | 0.480 | 0.480 | 0.480 | 0.480 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A4WAK1CMQ8T0KETVFZH/classes/01HB0B8N5RQ86CCAZZCSJJ7WSD/assignments/export | 0.164 | 0.164 | 0.164   | 0.164 | 0.164 | 0.164 | 0.164 | 0.000  | 23588.000   | 23588.000   | 23588.000    | 23588.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A5YS254N246B430696B/classes/01HB0B8MTT1DXEBMCBES1XJ7DV/assignments/scores | 0.100 | 0.100 | 0.100   | 0.100 | 0.100 | 0.100 | 0.100 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0B8MJ56TEDNHR1JDSPDJ6A                                                 | 0.060 | 0.060 | 0.060   | 0.060 | 0.060 | 0.060 | 0.060 | 0.000  | 366.000     | 366.000     | 366.000      | 366.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A51PF408SJMA0PY9V55/classes/01HB0B8QCVVZKDHEMCG7GZ638N/assignments/scores | 0.928 | 0.928 | 0.928   | 0.928 | 0.928 | 0.928 | 0.928 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B78X8HZP4T504DN5RVFKM/classes/01HB0B8KMV2Q6J0R56V64B17E6/assignments/scores | 0.200 | 0.200 | 0.200   | 0.200 | 0.200 | 0.200 | 0.200 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B73K9SQBTSMYXQESDFWZ6/classes/01HB0B73PJ0JJ39V6VD6507FBB/assignments/export | 0.028 | 0.028 | 0.028   | 0.028 | 0.028 | 0.028 | 0.028 | 0.000  | 47087.000   | 47087.000   | 47087.000    | 47087.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B8G7TKS11XE16KDGCE8QQ/status                                                | 0.096 | 0.096 | 0.096   | 0.096 | 0.096 | 0.096 | 0.096 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B7A5YS254N246B430696B/classes/01HB0B8MTT1DXEBMCBES1XJ7DV/assignments/export | 0.196 | 0.196 | 0.196   | 0.196 | 0.196 | 0.196 | 0.196 | 0.000  | 23553.000   | 23553.000   | 23553.000    | 23553.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0B8MXB733DKV2S03WCXM2J                                                 | 0.180 | 0.180 | 0.180   | 0.180 | 0.180 | 0.180 | 0.180 | 0.000  | 367.000     | 367.000     | 367.000      | 367.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B78TF90CSM1E16JNGKY3C/classes/01HB0B8M1B5DBG0A5896XD5HV3/assignments/export | 0.344 | 0.344 | 0.344   | 0.344 | 0.344 | 0.344 | 0.344 | 0.000  | 873483.000  | 873483.000  | 873483.000   | 873483.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0B7A4WAK1CMQ8T0KETVFZH/classes/01HB0B8N5RQ86CCAZZCSJJ7WSD/assignments        | 0.320 | 0.320 | 0.320   | 0.320 | 0.320 | 0.320 | 0.320 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B78WHQC9MNY4YXZ8F7QMS/classes/01HB0B8MAPKAZ3E7X1V060JY7T/assignments/export | 0.096 | 0.096 | 0.096   | 0.096 | 0.096 | 0.096 | 0.096 | 0.000  | 70720.000   | 70720.000   | 70720.000    | 70720.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0B8MZ0D263GZ54GGKENCKG                                                 | 0.868 | 0.868 | 0.868   | 0.868 | 0.868 | 0.868 | 0.868 | 0.000  | 576.000     | 576.000     | 576.000      | 576.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B73JV8NV7QEGPRF1BQN0P/classes/01HB0B73PQKTJASS492YZKV4SP/assignments/export | 0.040 | 0.040 | 0.040   | 0.040 | 0.040 | 0.040 | 0.040 | 0.000  | 47325.000   | 47325.000   | 47325.000    | 47325.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B73K9SQBTSMYXQESDFWZ6/classes/01HB0B73PJ0JJ39V6VD6507FBB/assignments/scores | 0.032 | 0.032 | 0.032   | 0.032 | 0.032 | 0.032 | 0.032 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0B7A5AN6WBZJBTVS2VMHAF/classes/01HB0B8MV4Q7373N9N797VYDVB/assignments/scores | 0.304 | 0.304 | 0.304   | 0.304 | 0.304 | 0.304 | 0.304 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0B78X8HZP4T504DN5RVFKM/classes/01HB0B8KMV2Q6J0R56V64B17E6/assignments/export | 0.656 | 0.656 | 0.656   | 0.656 | 0.656 | 0.656 | 0.656 | 0.000  | 448049.000  | 448049.000  | 448049.000   | 448049.000  |
