+-------+-----+------+-----+-----+-----+--------+-----------------------------------------------------------------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-------------+-------------+--------------+-------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                                              URI                                              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV |  MIN(BODY)  |  MAX(BODY)  |  SUM(BODY)   |  AVG(BODY)  |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJNH2FKBW3DFAP3RXD5T4/classes/01HB0HK2M24CM7BJQCN2WQ4F39/assignments/export | 0.696 | 0.696 | 0.696   | 0.696 | 0.696 | 0.696 | 0.696 | 0.000  | 236011.000  | 236011.000  | 236011.000   | 236011.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HHFFVF51YP64G08EH4W27/classes/01HB0HK3Q5M30K7SMB14079MBR/assignments/scores | 1.360 | 1.360 | 1.360   | 1.360 | 1.360 | 1.360 | 1.360 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGR5GAFN6XXZ946AEH58/classes/01HB0HK36N1GV6HBV2B25FHY56/assignments/export | 2.192 | 2.192 | 2.192   | 2.192 | 2.192 | 2.192 | 2.192 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HJQFX0CJN3CQ7ZKMCSXAZ/classes                                               | 1.404 | 1.404 | 1.404   | 1.404 | 1.404 | 1.404 | 1.404 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK5MWTZSTEJS0SATC72RK                                                 | 0.672 | 0.672 | 0.672   | 0.672 | 0.672 | 0.672 | 0.672 | 0.000  | 330.000     | 330.000     | 330.000      | 330.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HJRREVBCXP7JY1SMK7ZZN/classes/01HB0HK7GHMDG85T33E35BXWRG/assignments        | 1.880 | 1.880 | 1.880   | 1.880 | 1.880 | 1.880 | 1.880 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJMHX8CTP2E1NW9V4FMTK/classes/01HB0HK2GBKFJ1JC41EB51DX52/assignments/scores | 1.684 | 1.684 | 1.684   | 1.684 | 1.684 | 1.684 | 1.684 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJX8B3X0TAPVBKFHV77XB/classes                                               | 0.460 | 0.460 | 0.460   | 0.460 | 0.460 | 0.460 | 0.460 | 0.000  | 264.000     | 264.000     | 264.000      | 264.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJPNW34FEDB90ST94T8NA/classes/01HB0HK4NQHS8VNMYPPZQQJY1F/assignments/export | 0.616 | 0.616 | 0.616   | 0.616 | 0.616 | 0.616 | 0.616 | 0.000  | 94243.000   | 94243.000   | 94243.000    | 94243.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJS2NVBG3076JWVY1HWHN/status                                                | 0.900 | 0.900 | 0.900   | 0.900 | 0.900 | 0.900 | 0.900 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HJPMP6PMMW9GXBWZACYVX/classes/01HB0HK898FVV5XXBSKCZZSNSF/assignments        | 0.604 | 0.604 | 0.604   | 0.604 | 0.604 | 0.604 | 0.604 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HHGSVPXYSV53F95HHBCRZ/classes/01HB0HJZSHWC6H3TK6KQ3R3EE3/assignments/scores | 0.920 | 0.920 | 0.920   | 0.920 | 0.920 | 0.920 | 0.920 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJMMYARCGD0JDHVY6K4SG/classes/01HB0HK0NHA8T2K0CXXXCH4FYJ/assignments/scores | 2.692 | 2.692 | 2.692   | 2.692 | 2.692 | 2.692 | 2.692 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGTGCPVB8C895KXKS6W0/classes/01HB0HK2FX2VJSB40111FPWZR0/assignments/export | 0.656 | 0.656 | 0.656   | 0.656 | 0.656 | 0.656 | 0.656 | 0.000  | 424317.000  | 424317.000  | 424317.000   | 424317.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK8NKVYCC7TTMQWG6HFT8                                                 | 0.548 | 0.548 | 0.548   | 0.548 | 0.548 | 0.548 | 0.548 | 0.000  | 416.000     | 416.000     | 416.000      | 416.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJNECYBQYREV1BBE9DDWS/status                                                | 0.596 | 0.596 | 0.596   | 0.596 | 0.596 | 0.596 | 0.596 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HHGQBV6HFEZKCA36XC5CX/classes/01HB0HK3PVH6NBGSRPQZG7PEEE/assignments/scores | 0.904 | 0.904 | 0.904   | 0.904 | 0.904 | 0.904 | 0.904 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJSQNC6DHPSA7T97P5VAC/classes                                               | 0.508 | 0.508 | 0.508   | 0.508 | 0.508 | 0.508 | 0.508 | 0.000  | 287.000     | 287.000     | 287.000      | 287.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK7G4MNFT2575M28KV1DP                                                 | 0.308 | 0.308 | 0.308   | 0.308 | 0.308 | 0.308 | 0.308 | 0.000  | 394.000     | 394.000     | 394.000      | 394.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HJYJZRYXVWKNPWWA3KBTY                                                 | 0.388 | 0.388 | 0.388   | 0.388 | 0.388 | 0.388 | 0.388 | 0.000  | 323.000     | 323.000     | 323.000      | 323.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJSQYCZFKZ1FFD6DMMJ5M/classes                                               | 0.372 | 0.372 | 0.372   | 0.372 | 0.372 | 0.372 | 0.372 | 0.000  | 295.000     | 295.000     | 295.000      | 295.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJP080FD14WZAMJBJRNG8/classes/01HB0HK2Y0GTE33RJM81YX46GF/assignments/scores | 0.368 | 0.368 | 0.368   | 0.368 | 0.368 | 0.368 | 0.368 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHFFVF51YP64G0BPNE7FZ/classes/01HB0HK46AMVS7CT84GK5TSWF9/assignments/export | 0.652 | 0.652 | 0.652   | 0.652 | 0.652 | 0.652 | 0.652 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HJNED8WDCJ6S0CNG6JQMA/classes/01HB0HK79K4NWWDD40693V7GR5/assignments        | 1.196 | 1.196 | 1.196   | 1.196 | 1.196 | 1.196 | 1.196 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HHFFVF51YP64G03W30NRT/classes/01HB0HK6XYS0Z8AT0BXBRX356X/assignments        | 0.424 | 0.424 | 0.424   | 0.424 | 0.424 | 0.424 | 0.424 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HHGTE53FCK8CPQFVJ3WD7/classes/01HB0HK9AXQ5QFW2Q9D60AZR65/assignments        | 0.200 | 0.200 | 0.200   | 0.200 | 0.200 | 0.200 | 0.200 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGREJDF2HYYXQBZ4QFNR/classes/01HB0HK39HQTW6Z7ZE332RWKAA/assignments/export | 1.104 | 1.104 | 1.104   | 1.104 | 1.104 | 1.104 | 1.104 | 0.000  | 47089.000   | 47089.000   | 47089.000    | 47089.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHFFHZENAV01W3JFXAK8P/classes/01HB0HK1Q24FH2EJQGD80BPH7D/assignments/export | 0.360 | 0.360 | 0.360   | 0.360 | 0.360 | 0.360 | 0.360 | 0.000  | 966464.000  | 966464.000  | 966464.000   | 966464.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK63ECEY3BW33FGJ6068B                                                 | 0.464 | 0.464 | 0.464   | 0.464 | 0.464 | 0.464 | 0.464 | 0.000  | 500.000     | 500.000     | 500.000      | 500.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHFGANJ63CE1NZHQB5C4B/classes/01HB0HK4NEGZGJXAR671GA3D1C/assignments/export | 0.376 | 0.376 | 0.376   | 0.376 | 0.376 | 0.376 | 0.376 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGQFB1PJ2RHGSS39W50B/classes/01HB0HK4R52K32K4RX8XMGKA8X/assignments/export | 0.288 | 0.288 | 0.288   | 0.288 | 0.288 | 0.288 | 0.288 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGQ7T9TWHAMAYCNQFCFD/classes/01HB0HK4291478WV4F44H4YE23/assignments/export | 0.464 | 0.464 | 0.464   | 0.464 | 0.464 | 0.464 | 0.464 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJSZZ3BAS8J2232T9HT71/status                                                | 0.684 | 0.684 | 0.684   | 0.684 | 0.684 | 0.684 | 0.684 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HJT32F0GSKJF4G494VZ5N/classes                                               | 0.616 | 0.616 | 0.616   | 0.616 | 0.616 | 0.616 | 0.616 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HHGQ3GQ6SJM9C3XWA99FJ/classes/01HB0HJXH154NVEPMZ64WTCGBM/assignments/scores | 2.116 | 2.116 | 2.116   | 2.116 | 2.116 | 2.116 | 2.116 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJN1PM0AZ366R9HBYYC19/classes                                               | 0.184 | 0.184 | 0.184   | 0.184 | 0.184 | 0.184 | 0.184 | 0.000  | 361.000     | 361.000     | 361.000      | 361.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGQ5RRMRZYSQQTN5VWXP/classes/01HB0HK4P6XXM6AWXXKH6N8CVX/assignments/export | 0.092 | 0.092 | 0.092   | 0.092 | 0.092 | 0.092 | 0.092 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK2B3J48FCBFVT0JD4WJ9                                                 | 0.100 | 0.100 | 0.100   | 0.100 | 0.100 | 0.100 | 0.100 | 0.000  | 329.000     | 329.000     | 329.000      | 329.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJMQ8N54XQ2A11EGXDJCC/classes/01HB0HK0V8W7RT8P2H9VHTK56P/assignments/scores | 0.096 | 0.096 | 0.096   | 0.096 | 0.096 | 0.096 | 0.096 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HJSA1D9JG100KP0V52WZ7/classes                                               | 1.524 | 1.524 | 1.524   | 1.524 | 1.524 | 1.524 | 1.524 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HJT9J6C7AJYD8FC9WNQMN/classes/01HB0HK8RKD1HV7ARYS7KEZ4QD/assignments        | 0.184 | 0.184 | 0.184   | 0.184 | 0.184 | 0.184 | 0.184 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK7JZSAAT8Q70QDCAKCJT                                                 | 0.072 | 0.072 | 0.072   | 0.072 | 0.072 | 0.072 | 0.072 | 0.000  | 362.000     | 362.000     | 362.000      | 362.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJP080FD14WZAMJBJRNG8/classes/01HB0HK2Y0GTE33RJM81YX46GF/assignments/export | 1.272 | 1.272 | 1.272   | 1.272 | 1.272 | 1.272 | 1.272 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK7ZG63YB5714FCXFV2ED                                                 | 0.180 | 0.180 | 0.180   | 0.180 | 0.180 | 0.180 | 0.180 | 0.000  | 435.000     | 435.000     | 435.000      | 435.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJMQ8N54XQ2A11EGXDJCC/classes/01HB0HK0V8W7RT8P2H9VHTK56P/assignments/export | 0.104 | 0.104 | 0.104   | 0.104 | 0.104 | 0.104 | 0.104 | 0.000  | 94299.000   | 94299.000   | 94299.000    | 94299.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK2Z9C24H1BPDSPG5PVH7                                                 | 0.208 | 0.208 | 0.208   | 0.208 | 0.208 | 0.208 | 0.208 | 0.000  | 471.000     | 471.000     | 471.000      | 471.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HJPZVDHYTA253J7A7WB2S/classes/01HB0HK8617N935F1Y4N3340BW/assignments        | 0.596 | 0.596 | 0.596   | 0.596 | 0.596 | 0.596 | 0.596 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJT9J6C7AJYD8FC9WNQMN/classes                                               | 0.072 | 0.072 | 0.072   | 0.072 | 0.072 | 0.072 | 0.072 | 0.000  | 238.000     | 238.000     | 238.000      | 238.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK6PGTQ24N7VSBNDYP4VE                                                 | 2.300 | 2.300 | 2.300   | 2.300 | 2.300 | 2.300 | 2.300 | 0.000  | 388.000     | 388.000     | 388.000      | 388.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HJQS5N9JFRD8CYECYQ387/classes/01HB0HK6KS1ZP2PQKMS7YJB71E/assignments        | 0.168 | 0.168 | 0.168   | 0.168 | 0.168 | 0.168 | 0.168 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HJNN0QG9ES0FAYFPDR9AK/classes/01HB0HK5MHKCQS381XCV36DP7T/assignments        | 1.032 | 1.032 | 1.032   | 1.032 | 1.032 | 1.032 | 1.032 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK8RV5AA15EZ61JY9Y3BG                                                 | 0.180 | 0.180 | 0.180   | 0.180 | 0.180 | 0.180 | 0.180 | 0.000  | 376.000     | 376.000     | 376.000      | 376.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK700J2ABDH93K142MJTP                                                 | 0.388 | 0.388 | 0.388   | 0.388 | 0.388 | 0.388 | 0.388 | 0.000  | 385.000     | 385.000     | 385.000      | 385.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJP0C2D9WTCCPEB4SP6X8/classes/01HB0HK1ER3MMF84TQ4D5Z6QNQ/assignments/scores | 0.068 | 0.068 | 0.068   | 0.068 | 0.068 | 0.068 | 0.068 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK89JSAWZHFWH96S77WS9                                                 | 0.284 | 0.284 | 0.284   | 0.284 | 0.284 | 0.284 | 0.284 | 0.000  | 307.000     | 307.000     | 307.000      | 307.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJQS5N9JFRD8CYECYQ387/classes                                               | 0.024 | 0.024 | 0.024   | 0.024 | 0.024 | 0.024 | 0.024 | 0.000  | 326.000     | 326.000     | 326.000      | 326.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HJP0C2D9WTCCPEB4SP6X8/classes/01HB0HK1ER3MMF84TQ4D5Z6QNQ/assignments/export | 1.532 | 1.532 | 1.532   | 1.532 | 1.532 | 1.532 | 1.532 | 0.000  | 471441.000  | 471441.000  | 471441.000   | 471441.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJQACKS0YKBMY6PW5ZQN8/classes/01HB0HK2ZMBWC6K6MGK23TMEE8/assignments/scores | 0.500 | 0.500 | 0.500   | 0.500 | 0.500 | 0.500 | 0.500 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HHGQCG83Z3FGJCGDWKSE1/classes/01HB0HK48DZ7KNPB8G3SJMJ5JX/assignments/scores | 0.116 | 0.116 | 0.116   | 0.116 | 0.116 | 0.116 | 0.116 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK01JH5S911BVKPQX0S8S                                                 | 0.192 | 0.192 | 0.192   | 0.192 | 0.192 | 0.192 | 0.192 | 0.000  | 481.000     | 481.000     | 481.000      | 481.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGSVPXYSV53F95HHBCRZ/classes/01HB0HJZSHWC6H3TK6KQ3R3EE3/assignments/export | 0.160 | 0.160 | 0.160   | 0.160 | 0.160 | 0.160 | 0.160 | 0.000  | 212327.000  | 212327.000  | 212327.000   | 212327.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJT32F0GSKJF4G494VZ5N/status                                                | 0.072 | 0.072 | 0.072   | 0.072 | 0.072 | 0.072 | 0.072 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HHGR93829QNBC09J5VCQ0/classes/01HB0HK17YQJ7Q669GGRVCDXRK/assignments/scores | 0.092 | 0.092 | 0.092   | 0.092 | 0.092 | 0.092 | 0.092 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGQCG83Z3FGJCGDWKSE1/classes/01HB0HK48DZ7KNPB8G3SJMJ5JX/assignments/export | 0.036 | 0.036 | 0.036   | 0.036 | 0.036 | 0.036 | 0.036 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGQBV6HFEZKCA36XC5CX/classes/01HB0HK3PVH6NBGSRPQZG7PEEE/assignments/export | 0.036 | 0.036 | 0.036   | 0.036 | 0.036 | 0.036 | 0.036 | 0.000  | 22.000      | 22.000      | 22.000       | 22.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HHGTE53FCK8CPQFVJ3WD7/classes/01HB0HJYWAEWQNAMBBA0YM6A0E/assignments/scores | 0.292 | 0.292 | 0.292   | 0.292 | 0.292 | 0.292 | 0.292 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK0TSDR0J5CNGH16K73MZ                                                 | 1.420 | 1.420 | 1.420   | 1.420 | 1.420 | 1.420 | 1.420 | 0.000  | 309.000     | 309.000     | 309.000      | 309.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGR93829QNBC09J5VCQ0/classes/01HB0HK17YQJ7Q669GGRVCDXRK/assignments/export | 2.984 | 2.984 | 2.984   | 2.984 | 2.984 | 2.984 | 2.984 | 0.000  | 47202.000   | 47202.000   | 47202.000    | 47202.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HHGQXWFY7HJ325AW2PKEW/classes/01HB0HK89D7ZAW7VDMXT2NMVVG/assignments/scores | 0.076 | 0.076 | 0.076   | 0.076 | 0.076 | 0.076 | 0.076 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJSR469A3G4948FXCEXJ1/status                                                | 2.292 | 2.292 | 2.292   | 2.292 | 2.292 | 2.292 | 2.292 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHFFVF51YP64G08EH4W27/classes/01HB0HK3Q5M30K7SMB14079MBR/assignments/export | 0.340 | 0.340 | 0.340   | 0.340 | 0.340 | 0.340 | 0.340 | 0.000  | 70885.000   | 70885.000   | 70885.000    | 70885.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0HJPVYW9R57J9N1ZE3HEN5/classes/01HB0HK2T2QEGR9NSG6TAKFC9Z/assignments/scores | 0.128 | 0.128 | 0.128   | 0.128 | 0.128 | 0.128 | 0.128 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/announcements/01HB0HK76J4VN154PMR0SH9B4P                                                 | 0.296 | 0.296 | 0.296   | 0.296 | 0.296 | 0.296 | 0.296 | 0.000  | 374.000     | 374.000     | 374.000      | 374.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHGQXWFY7HJ325AW2PKEW/classes/01HB0HK89D7ZAW7VDMXT2NMVVG/assignments/export | 0.120 | 0.120 | 0.120   | 0.120 | 0.120 | 0.120 | 0.120 | 0.000  | 23554.000   | 23554.000   | 23554.000    | 23554.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHA5YP8T4HXA34Y724RXP/classes/01HB0HHA9VHPC60KZPFPFC9Y0S/assignments/export | 0.068 | 0.068 | 0.068   | 0.068 | 0.068 | 0.068 | 0.068 | 0.000  | 47124.000   | 47124.000   | 47124.000    | 47124.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0HHA67PX03CW4AVA8D879J/classes/01HB0HHA9Y905F0B8WST8530HA/assignments/export | 0.068 | 0.068 | 0.068   | 0.068 | 0.068 | 0.068 | 0.068 | 0.000  | 47149.000   | 47149.000   | 47149.000    | 47149.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0HHFFZSPAZKJJAGX9M41VP/classes/01HB0HK8BBNZNC93WB7721MCEX/assignments        | 0.192 | 0.192 | 0.192   | 0.192 | 0.192 | 0.192 | 0.192 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
